Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,GEO_Accession (exp),Instrument,LibraryLayout,LibrarySelection,LibrarySource,media,Organism,Platform,ReleaseDate,Sample Name,source_name,SRA Study,strain,treatment
SRR5766445,OTHER,57,786858825,PRJNA392312,SAMN07291189,320649484,GEO,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",SRX2965840,GSM2689540,NextSeq 500,SINGLE,other,TRANSCRIPTOMIC,YPD,Saccharomyces cerevisiae,ILLUMINA,2017-06-30T00:00:00Z,GSM2689540,Yeast,SRP110707,BY4741 with trm8D::kanMX,Cycloheximide
SRR5766446,OTHER,57,919816234,PRJNA392312,SAMN07291187,376333458,GEO,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",SRX2965841,GSM2689541,NextSeq 500,SINGLE,other,TRANSCRIPTOMIC,YPD,Saccharomyces cerevisiae,ILLUMINA,2017-06-30T00:00:00Z,GSM2689541,Yeast,SRP110707,BY4741 with trm13D::kanMX,Cycloheximide
SRR5766447,OTHER,57,969121256,PRJNA392312,SAMN07291180,395279069,GEO,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",SRX2965842,GSM2689542,NextSeq 500,SINGLE,other,TRANSCRIPTOMIC,YPD,Saccharomyces cerevisiae,ILLUMINA,2017-06-30T00:00:00Z,GSM2689542,Yeast,SRP110707,BY4741 with ncs6D::kanMX,Cycloheximide
SRR5766448,OTHER,57,908392733,PRJNA392312,SAMN07291186,370435607,GEO,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",SRX2965843,GSM2689543,NextSeq 500,SINGLE,other,TRANSCRIPTOMIC,YPD,Saccharomyces cerevisiae,ILLUMINA,2017-06-30T00:00:00Z,GSM2689543,Yeast,SRP110707,BY4741 with tyw1D::kanMX,Cycloheximide
SRR5766449,OTHER,57,939648662,PRJNA392312,SAMN07291188,385409387,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX2965844,GSM2689544,NextSeq 500,SINGLE,other,TRANSCRIPTOMIC,YPD,Saccharomyces cerevisiae,ILLUMINA,2017-06-30T00:00:00Z,GSM2689544,Yeast,SRP110707,BY4741 with mod5D::kanMX,Cycloheximide
SRR5766450,OTHER,59,902113368,PRJNA392312,SAMN07291178,361482847,GEO,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",SRX2965845,GSM2689545,NextSeq 500,SINGLE,other,TRANSCRIPTOMIC,YPD,Saccharomyces cerevisiae,ILLUMINA,2017-06-30T00:00:00Z,GSM2689545,Yeast,SRP110707,BY4741 with trm112D::kanMX,Cycloheximide
SRR5766451,OTHER,58,949889300,PRJNA392312,SAMN07291177,386891324,GEO,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",SRX2965846,GSM2689546,NextSeq 500,SINGLE,other,TRANSCRIPTOMIC,YPD,Saccharomyces cerevisiae,ILLUMINA,2017-06-30T00:00:00Z,GSM2689546,Yeast,SRP110707,BY4741 with tan1D::kanMX,Cycloheximide
SRR5766452,OTHER,65,1045351004,PRJNA392312,SAMN07291179,409392264,GEO,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",SRX2965847,GSM2689547,NextSeq 500,SINGLE,other,TRANSCRIPTOMIC,YPD,Saccharomyces cerevisiae,ILLUMINA,2017-06-30T00:00:00Z,GSM2689547,Yeast,SRP110707,BY4741,Cycloheximide
SRR5766453,OTHER,64,1096158304,PRJNA392312,SAMN07291184,439322718,GEO,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",SRX2965848,GSM2689548,NextSeq 500,SINGLE,other,TRANSCRIPTOMIC,YPD,Saccharomyces cerevisiae,ILLUMINA,2017-06-30T00:00:00Z,GSM2689548,Yeast,SRP110707,BY4741,Cycloheximide
SRR5766454,OTHER,65,1014540215,PRJNA392312,SAMN07291183,402578530,GEO,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",SRX2965849,GSM2689549,NextSeq 500,SINGLE,other,TRANSCRIPTOMIC,YPD,Saccharomyces cerevisiae,ILLUMINA,2017-06-30T00:00:00Z,GSM2689549,Yeast,SRP110707,BY4741 with trm3D::kanMX,Cycloheximide
SRR5766455,OTHER,65,991996940,PRJNA392312,SAMN07291190,398676042,GEO,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",SRX2965850,GSM2689550,NextSeq 500,SINGLE,other,TRANSCRIPTOMIC,YPD,Saccharomyces cerevisiae,ILLUMINA,2017-06-30T00:00:00Z,GSM2689550,Yeast,SRP110707,BY4741 with trm1D::kanMX,Cycloheximide
SRR5766456,OTHER,66,1086313235,PRJNA392312,SAMN07291185,415076700,GEO,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",SRX2965851,GSM2689551,NextSeq 500,SINGLE,other,TRANSCRIPTOMIC,YPD,Saccharomyces cerevisiae,ILLUMINA,2017-06-30T00:00:00Z,GSM2689551,Yeast,SRP110707,BY4741 with trm11D::kanMX,Cycloheximide
SRR5766457,OTHER,67,949892935,PRJNA392312,SAMN07291196,335745665,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX2965852,GSM2689552,NextSeq 500,SINGLE,other,TRANSCRIPTOMIC,YPD,Saccharomyces cerevisiae,ILLUMINA,2017-06-30T00:00:00Z,GSM2689552,Yeast,SRP110707,BY4741 with trm12D::kanMX,Cycloheximide
SRR5766458,OTHER,66,974016467,PRJNA392312,SAMN07291191,363436647,GEO,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",SRX2965853,GSM2689553,NextSeq 500,SINGLE,other,TRANSCRIPTOMIC,YPD,Saccharomyces cerevisiae,ILLUMINA,2017-06-30T00:00:00Z,GSM2689553,Yeast,SRP110707,BY4741 with trm10D::kanMX,Cycloheximide
SRR5766459,OTHER,65,1038915596,PRJNA392312,SAMN07291181,411124732,GEO,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",SRX2965854,GSM2689554,NextSeq 500,SINGLE,other,TRANSCRIPTOMIC,YPD,Saccharomyces cerevisiae,ILLUMINA,2017-06-30T00:00:00Z,GSM2689554,Yeast,SRP110707,BY4741 with trm44D::kanMX,Cycloheximide
SRR5766460,OTHER,65,1006343408,PRJNA392312,SAMN07291182,392148293,GEO,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",SRX2965855,GSM2689555,NextSeq 500,SINGLE,other,TRANSCRIPTOMIC,YPD,Saccharomyces cerevisiae,ILLUMINA,2017-06-30T00:00:00Z,GSM2689555,Yeast,SRP110707,BY4741 with trm2D::kanMX,Cycloheximide
SRR5766461,OTHER,66,1036953823,PRJNA392312,SAMN07291198,401015665,GEO,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",SRX2965856,GSM2689556,NextSeq 500,SINGLE,other,TRANSCRIPTOMIC,YPD,Saccharomyces cerevisiae,ILLUMINA,2017-06-30T00:00:00Z,GSM2689556,Yeast,SRP110707,BY4741 with pus3D::kanMX,Cycloheximide
SRR5766462,OTHER,66,1034914605,PRJNA392312,SAMN07291199,402235195,GEO,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",SRX2965857,GSM2689557,NextSeq 500,SINGLE,other,TRANSCRIPTOMIC,YPD,Saccharomyces cerevisiae,ILLUMINA,2017-06-30T00:00:00Z,GSM2689557,Yeast,SRP110707,BY4741 with pus9D::kanMX,Cycloheximide
SRR5766463,OTHER,65,942638550,PRJNA392312,SAMN07291135,366900378,GEO,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",SRX2965858,GSM2689558,NextSeq 500,SINGLE,other,TRANSCRIPTOMIC,YPD,Saccharomyces cerevisiae,ILLUMINA,2017-06-30T00:00:00Z,GSM2689558,Yeast,SRP110707,BY4741 with pus2D::kanMX,Cycloheximide
SRR5766464,OTHER,64,968743071,PRJNA392312,SAMN07291192,392331799,GEO,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",SRX2965859,GSM2689559,NextSeq 500,SINGLE,other,TRANSCRIPTOMIC,YPD,Saccharomyces cerevisiae,ILLUMINA,2017-06-30T00:00:00Z,GSM2689559,Yeast,SRP110707,BY4741 with elp4D::kanMX,Cycloheximide
SRR5766465,OTHER,66,946311252,PRJNA392312,SAMN07291195,374583684,GEO,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",SRX2965860,GSM2689560,NextSeq 500,SINGLE,other,TRANSCRIPTOMIC,YPD,Saccharomyces cerevisiae,ILLUMINA,2017-06-30T00:00:00Z,GSM2689560,Yeast,SRP110707,BY4741 with kti12D::kanMX,Cycloheximide
SRR5766466,OTHER,65,1004226645,PRJNA392312,SAMN07291197,399021134,GEO,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",SRX2965861,GSM2689561,NextSeq 500,SINGLE,other,TRANSCRIPTOMIC,YPD,Saccharomyces cerevisiae,ILLUMINA,2017-06-30T00:00:00Z,GSM2689561,Yeast,SRP110707,BY4741 with sit4D::kanMX,Cycloheximide
SRR5766467,OTHER,65,828608383,PRJNA392312,SAMN07291194,327913269,GEO,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",SRX2965862,GSM2689562,NextSeq 500,SINGLE,other,TRANSCRIPTOMIC,YPD,Saccharomyces cerevisiae,ILLUMINA,2017-06-30T00:00:00Z,GSM2689562,Yeast,SRP110707,BY4741 with sap185D::kanMX,Cycloheximide
SRR5766468,OTHER,64,926312355,PRJNA392312,SAMN07291193,367542205,GEO,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",SRX2965863,GSM2689563,NextSeq 500,SINGLE,other,TRANSCRIPTOMIC,YPD,Saccharomyces cerevisiae,ILLUMINA,2017-06-30T00:00:00Z,GSM2689563,Yeast,SRP110707,BY4741 with sap190D::kanMX,Cycloheximide
SRR5766469,OTHER,65,978534951,PRJNA392312,SAMN07291004,392347439,GEO,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",SRX2965864,GSM2689564,NextSeq 500,SINGLE,other,TRANSCRIPTOMIC,YPD,Saccharomyces cerevisiae,ILLUMINA,2017-06-30T00:00:00Z,GSM2689564,Yeast,SRP110707,BY4741 with uba4D::kanMX,Cycloheximide
SRR5766470,OTHER,65,932655034,PRJNA392312,SAMN07291005,368377792,GEO,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",SRX2965865,GSM2689565,NextSeq 500,SINGLE,other,TRANSCRIPTOMIC,YPD,Saccharomyces cerevisiae,ILLUMINA,2017-06-30T00:00:00Z,GSM2689565,Yeast,SRP110707,BY4741 with ncs2D::kanMX,Cycloheximide
SRR5766471,OTHER,65,911771999,PRJNA392312,SAMN07291021,365827666,GEO,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",SRX2965866,GSM2689566,NextSeq 500,SINGLE,other,TRANSCRIPTOMIC,YPD,Saccharomyces cerevisiae,ILLUMINA,2017-06-30T00:00:00Z,GSM2689566,Yeast,SRP110707,BY4741 with isu1D::kanMX,Cycloheximide
SRR5766472,OTHER,65,885059745,PRJNA392312,SAMN07291020,347306153,GEO,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",SRX2965867,GSM2689567,NextSeq 500,SINGLE,other,TRANSCRIPTOMIC,YPD,Saccharomyces cerevisiae,ILLUMINA,2017-06-30T00:00:00Z,GSM2689567,Yeast,SRP110707,BY4741 with isu2D::kanMX,Cycloheximide
SRR5766473,OTHER,64,973574566,PRJNA392312,SAMN07291003,386321995,GEO,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",SRX2965868,GSM2689568,NextSeq 500,SINGLE,other,TRANSCRIPTOMIC,YPD,Saccharomyces cerevisiae,ILLUMINA,2017-06-30T00:00:00Z,GSM2689568,Yeast,SRP110707,BY4741 with tum1D::kanMX,Cycloheximide
SRR5766474,OTHER,64,1030670844,PRJNA392312,SAMN07291019,413623015,GEO,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",SRX2965869,GSM2689569,NextSeq 500,SINGLE,other,TRANSCRIPTOMIC,YPD,Saccharomyces cerevisiae,ILLUMINA,2017-06-30T00:00:00Z,GSM2689569,Yeast,SRP110707,BY4741 with tad1D::kanMX,Cycloheximide
SRR5766475,OTHER,64,1029372446,PRJNA392312,SAMN07291006,418653738,GEO,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",SRX2965870,GSM2689570,NextSeq 500,SINGLE,other,TRANSCRIPTOMIC,YPD,Saccharomyces cerevisiae,ILLUMINA,2017-06-30T00:00:00Z,GSM2689570,Yeast,SRP110707,BY4741 with trm140D::kanMX,Cycloheximide
SRR5766476,OTHER,64,1084101063,PRJNA392312,SAMN07291002,443759630,GEO,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",SRX2965871,GSM2689571,NextSeq 500,SINGLE,other,TRANSCRIPTOMIC,YPD,Saccharomyces cerevisiae,ILLUMINA,2017-06-30T00:00:00Z,GSM2689571,Yeast,SRP110707,BY4741 with dus1D::kanMX,Cycloheximide
SRR5766477,OTHER,64,896982004,PRJNA392312,SAMN07291110,374423712,GEO,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",SRX2965872,GSM2689572,NextSeq 500,SINGLE,other,TRANSCRIPTOMIC,YPD,Saccharomyces cerevisiae,ILLUMINA,2017-06-30T00:00:00Z,GSM2689572,Yeast,SRP110707,BY4741 with dus3D::kanMX,Cycloheximide
SRR5766478,OTHER,64,1038480325,PRJNA392312,SAMN07291111,429258585,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX2965873,GSM2689573,NextSeq 500,SINGLE,other,TRANSCRIPTOMIC,YPD,Saccharomyces cerevisiae,ILLUMINA,2017-06-30T00:00:00Z,GSM2689573,Yeast,SRP110707,BY4741 with dus4D::kanMX,Cycloheximide
SRR5766479,OTHER,65,1112637925,PRJNA392312,SAMN07291105,453178979,GEO,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",SRX2965874,GSM2689574,NextSeq 500,SINGLE,other,TRANSCRIPTOMIC,YPD,Saccharomyces cerevisiae,ILLUMINA,2017-06-30T00:00:00Z,GSM2689574,Yeast,SRP110707,BY4741 with tyw3D::kanMX,Cycloheximide
SRR5766480,OTHER,64,922725251,PRJNA392312,SAMN07291104,382487215,GEO,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",SRX2965875,GSM2689575,NextSeq 500,SINGLE,other,TRANSCRIPTOMIC,YPD,Saccharomyces cerevisiae,ILLUMINA,2017-06-30T00:00:00Z,GSM2689575,Yeast,SRP110707,BY4741 with tyw4D::kanMX,Cycloheximide
SRR5766481,OTHER,62,1030401098,PRJNA392312,SAMN07291103,422037533,GEO,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",SRX2965876,GSM2689576,NextSeq 500,SINGLE,other,TRANSCRIPTOMIC,YPD,Saccharomyces cerevisiae,ILLUMINA,2017-06-30T00:00:00Z,GSM2689576,Yeast,SRP110707,BY4741 with tyw1D::kanMX,Cycloheximide
SRR5766482,OTHER,64,1091191515,PRJNA392312,SAMN07291023,449910394,GEO,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",SRX2965877,GSM2689577,NextSeq 500,SINGLE,other,TRANSCRIPTOMIC,YPD,Saccharomyces cerevisiae,ILLUMINA,2017-06-30T00:00:00Z,GSM2689577,Yeast,SRP110707,BY4741 with trm82D::kanMX,Cycloheximide
SRR5766483,OTHER,65,1057235256,PRJNA392312,SAMN07291022,434586077,GEO,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",SRX2965878,GSM2689578,NextSeq 500,SINGLE,other,TRANSCRIPTOMIC,YPD,Saccharomyces cerevisiae,ILLUMINA,2017-06-30T00:00:00Z,GSM2689578,Yeast,SRP110707,BY4741 with elp2D::kanMX,Cycloheximide
SRR5766484,OTHER,65,1008605189,PRJNA392312,SAMN07291114,413825448,GEO,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",SRX2965879,GSM2689579,NextSeq 500,SINGLE,other,TRANSCRIPTOMIC,YPD,Saccharomyces cerevisiae,ILLUMINA,2017-06-30T00:00:00Z,GSM2689579,Yeast,SRP110707,BY4741 with pus4D::kanMX,Cycloheximide
SRR5766485,OTHER,66,1120295441,PRJNA392312,SAMN07291113,446603973,GEO,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",SRX2965880,GSM2689580,NextSeq 500,SINGLE,other,TRANSCRIPTOMIC,YPD,Saccharomyces cerevisiae,ILLUMINA,2017-06-30T00:00:00Z,GSM2689580,Yeast,SRP110707,BY4741 with pus5D::kanMX,Cycloheximide
SRR5766486,OTHER,65,953855017,PRJNA392312,SAMN07291112,386176740,GEO,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",SRX2965881,GSM2689581,NextSeq 500,SINGLE,other,TRANSCRIPTOMIC,YPD,Saccharomyces cerevisiae,ILLUMINA,2017-06-30T00:00:00Z,GSM2689581,Yeast,SRP110707,BY4741 with trm8D::kanMX,Cycloheximide
SRR5766487,OTHER,66,1113695750,PRJNA392312,SAMN07291106,452367439,GEO,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",SRX2965882,GSM2689582,NextSeq 500,SINGLE,other,TRANSCRIPTOMIC,YPD,Saccharomyces cerevisiae,ILLUMINA,2017-06-30T00:00:00Z,GSM2689582,Yeast,SRP110707,BY4741 with trm13D::kanMX,Cycloheximide
SRR5766488,OTHER,66,1118767648,PRJNA392312,SAMN07291107,441145489,GEO,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",SRX2965883,GSM2689583,NextSeq 500,SINGLE,other,TRANSCRIPTOMIC,YPD,Saccharomyces cerevisiae,ILLUMINA,2017-06-30T00:00:00Z,GSM2689583,Yeast,SRP110707,BY4741 with elp6D::kanMX,Cycloheximide
SRR5766489,OTHER,66,1184038115,PRJNA392312,SAMN07291109,464109098,GEO,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",SRX2965884,GSM2689584,NextSeq 500,SINGLE,other,TRANSCRIPTOMIC,YPD,Saccharomyces cerevisiae,ILLUMINA,2017-06-30T00:00:00Z,GSM2689584,Yeast,SRP110707,BY4741 with mod5D::kanMX,Cycloheximide
SRR5766490,OTHER,67,1124053256,PRJNA392312,SAMN07291108,423009157,GEO,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",SRX2965885,GSM2689585,NextSeq 500,SINGLE,other,TRANSCRIPTOMIC,YPD,Saccharomyces cerevisiae,ILLUMINA,2017-06-30T00:00:00Z,GSM2689585,Yeast,SRP110707,BY4741 with trm112D::kanMX,Cycloheximide
SRR5766491,OTHER,65,1157043136,PRJNA392312,SAMN07291115,466723717,GEO,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",SRX2965886,GSM2689586,NextSeq 500,SINGLE,other,TRANSCRIPTOMIC,YPD,Saccharomyces cerevisiae,ILLUMINA,2017-06-30T00:00:00Z,GSM2689586,Yeast,SRP110707,BY4741 with tan1D::kanMX,Cycloheximide
SRR5766492,OTHER,67,1626859904,PRJNA392312,SAMN07291120,668611646,GEO,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",SRX2965887,GSM2689587,NextSeq 500,SINGLE,other,TRANSCRIPTOMIC,YPD,Saccharomyces cerevisiae,ILLUMINA,2017-06-30T00:00:00Z,GSM2689587,Yeast,SRP110707,BY4741 with elp5D::kanMX,Cycloheximide
SRR5766493,OTHER,68,1436960972,PRJNA392312,SAMN07291116,586599736,GEO,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",SRX2965888,GSM2689588,NextSeq 500,SINGLE,other,TRANSCRIPTOMIC,YPD,Saccharomyces cerevisiae,ILLUMINA,2017-06-30T00:00:00Z,GSM2689588,Yeast,SRP110707,BY4741 with elp5D::kanMX,Cycloheximide
SRR5766494,OTHER,68,1685475607,PRJNA392312,SAMN07291121,701787833,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX2965889,GSM2689589,NextSeq 500,SINGLE,other,TRANSCRIPTOMIC,YPD,Saccharomyces cerevisiae,ILLUMINA,2017-06-30T00:00:00Z,GSM2689589,Yeast,SRP110707,BY4741 with trm9D::kanMX,Cycloheximide
SRR5766495,OTHER,68,1328724806,PRJNA392312,SAMN07291118,542166777,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX2965890,GSM2689590,NextSeq 500,SINGLE,other,TRANSCRIPTOMIC,YPD,Saccharomyces cerevisiae,ILLUMINA,2017-06-30T00:00:00Z,GSM2689590,Yeast,SRP110707,BY4741 with trm9D::kanMX,Cycloheximide
SRR5766496,OTHER,67,1414910143,PRJNA392312,SAMN07291117,582509397,GEO,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",SRX2965891,GSM2689591,NextSeq 500,SINGLE,other,TRANSCRIPTOMIC,YPD,Saccharomyces cerevisiae,ILLUMINA,2017-06-30T00:00:00Z,GSM2689591,Yeast,SRP110707,BY4741 with bud32D::kanMX,Cycloheximide
SRR5766497,OTHER,68,1272172996,PRJNA392312,SAMN07291119,511447076,GEO,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",SRX2965892,GSM2689592,NextSeq 500,SINGLE,other,TRANSCRIPTOMIC,YPD,Saccharomyces cerevisiae,ILLUMINA,2017-06-30T00:00:00Z,GSM2689592,Yeast,SRP110707,BY4741 with bud32D::kanMX,Cycloheximide
SRR5766498,OTHER,68,1235657481,PRJNA392312,SAMN07291122,500746016,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX2965893,GSM2689593,NextSeq 500,SINGLE,other,TRANSCRIPTOMIC,YPD,Saccharomyces cerevisiae,ILLUMINA,2017-06-30T00:00:00Z,GSM2689593,Yeast,SRP110707,BY4741 with cgi121D::kanMX,Cycloheximide
SRR5766499,OTHER,68,1205192970,PRJNA392312,SAMN07290968,487244198,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX2965894,GSM2689594,NextSeq 500,SINGLE,other,TRANSCRIPTOMIC,YPD,Saccharomyces cerevisiae,ILLUMINA,2017-06-30T00:00:00Z,GSM2689594,Yeast,SRP110707,BY4741 with cgi121D::kanMX,Cycloheximide
SRR5766500,OTHER,67,725365042,PRJNA392312,SAMN07291095,245064847,GEO,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",SRX2965895,GSM2689595,NextSeq 500,SINGLE,other,TRANSCRIPTOMIC,YPD,Saccharomyces cerevisiae,ILLUMINA,2017-06-30T00:00:00Z,GSM2689595,Yeast,SRP110707,BY4741,Cycloheximide
SRR5766501,OTHER,67,828906329,PRJNA392312,SAMN07290970,288705716,GEO,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",SRX2965896,GSM2689596,NextSeq 500,SINGLE,other,TRANSCRIPTOMIC,YPD,Saccharomyces cerevisiae,ILLUMINA,2017-06-30T00:00:00Z,GSM2689596,Yeast,SRP110707,BY4741,Cycloheximide
SRR5766502,OTHER,67,746770529,PRJNA392312,SAMN07290969,257344351,GEO,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",SRX2965897,GSM2689597,NextSeq 500,SINGLE,other,TRANSCRIPTOMIC,YPD,Saccharomyces cerevisiae,ILLUMINA,2017-06-30T00:00:00Z,GSM2689597,Yeast,SRP110707,BY4741,Cycloheximide
SRR5766503,OTHER,68,672374344,PRJNA392312,SAMN07290971,235681452,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX2965898,GSM2689598,NextSeq 500,SINGLE,other,TRANSCRIPTOMIC,YPD,Saccharomyces cerevisiae,ILLUMINA,2017-06-30T00:00:00Z,GSM2689598,Yeast,SRP110707,BY4741,Cycloheximide
SRR5766504,OTHER,67,982974687,PRJNA392312,SAMN07291091,340076443,GEO,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",SRX2965899,GSM2689599,NextSeq 500,SINGLE,other,TRANSCRIPTOMIC,YPD,Saccharomyces cerevisiae,ILLUMINA,2017-06-30T00:00:00Z,GSM2689599,Yeast,SRP110707,BY4741 with dus2D::kanMX,Cycloheximide
SRR5766505,OTHER,67,662957699,PRJNA392312,SAMN07291090,227070736,GEO,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",SRX2965900,GSM2689600,NextSeq 500,SINGLE,other,TRANSCRIPTOMIC,YPD,Saccharomyces cerevisiae,ILLUMINA,2017-06-30T00:00:00Z,GSM2689600,Yeast,SRP110707,BY4741 with dus2D::kanMX,Cycloheximide
SRR5766506,OTHER,67,890357141,PRJNA392312,SAMN07291092,315141186,GEO,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",SRX2965901,GSM2689601,NextSeq 500,SINGLE,other,TRANSCRIPTOMIC,YPD,Saccharomyces cerevisiae,ILLUMINA,2017-06-30T00:00:00Z,GSM2689601,Yeast,SRP110707,BY4741 with gon7D::kanMX,Cycloheximide
SRR5766507,OTHER,66,808470069,PRJNA392312,SAMN07291093,276456858,GEO,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",SRX2965902,GSM2689602,NextSeq 500,SINGLE,other,TRANSCRIPTOMIC,YPD,Saccharomyces cerevisiae,ILLUMINA,2017-06-30T00:00:00Z,GSM2689602,Yeast,SRP110707,BY4741 with gon7D::kanMX,Cycloheximide
SRR5766508,OTHER,67,888233890,PRJNA392312,SAMN07291094,306005685,GEO,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",SRX2965903,GSM2689603,NextSeq 500,SINGLE,other,TRANSCRIPTOMIC,YPD,Saccharomyces cerevisiae,ILLUMINA,2017-06-30T00:00:00Z,GSM2689603,Yeast,SRP110707,BY4741 with kti13D::kanMX,Cycloheximide
SRR5766509,RNA-Seq,66,1579231036,PRJNA392312,SAMN07291096,636575046,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX2965904,GSM2689604,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,YPD,Saccharomyces cerevisiae,ILLUMINA,2017-06-30T00:00:00Z,GSM2689604,Yeast,SRP110707,BY4741 with trm4D::kanMX,Cycloheximide
SRR5766510,RNA-Seq,66,1512751517,PRJNA392312,SAMN07291085,614754980,GEO,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",SRX2965905,GSM2689605,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,YPD,Saccharomyces cerevisiae,ILLUMINA,2017-06-30T00:00:00Z,GSM2689605,Yeast,SRP110707,BY4741 with trm7D::kanMX,Cycloheximide
SRR5766511,RNA-Seq,66,1542539185,PRJNA392312,SAMN07291086,624757109,GEO,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",SRX2965906,GSM2689606,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,YPD,Saccharomyces cerevisiae,ILLUMINA,2017-06-30T00:00:00Z,GSM2689606,Yeast,SRP110707,BY4741 with trm732D::kanMX,Cycloheximide
SRR5766512,RNA-Seq,66,1279877933,PRJNA392312,SAMN07291088,525901041,GEO,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",SRX2965907,GSM2689607,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,YPD,Saccharomyces cerevisiae,ILLUMINA,2017-06-30T00:00:00Z,GSM2689607,Yeast,SRP110707,BY4741 with rtt10D::kanMX,Cycloheximide
SRR5766513,RNA-Seq,66,1466802525,PRJNA392312,SAMN07291087,593363143,GEO,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",SRX2965908,GSM2689608,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,YPD,Saccharomyces cerevisiae,ILLUMINA,2017-06-30T00:00:00Z,GSM2689608,Yeast,SRP110707,BY4741 with elp1D::kanMX,Cycloheximide
